index,2021-06,2021-03,2021-09,symbol
Trong đó: Lợi thế thương mại,0,0,,STB
Dự phòng rủi ro cho các tài sản Có nội bảng khác,-3082482000000,-3083836000000,,STB
TỔNG CỘNG NGUỒN VỐN,504533717000000,497427679000000,,STB
Nợ phải trả,474149926000000,467693809000000,,STB
Các khoản nợ Chính phủ và NHNN,106912000000,124746000000,,STB
Tiền gửi và vay các TCTD khác,8855610000000,8462783000000,,STB
Tiền gửi của các TCTD khác,2716151000000,3305980000000,,STB
Vay các TCTD khác,6139459000000,5156803000000,,STB
Tiền gửi của khách hàng,433943764000000,431136898000000,,STB
Các công cụ tài chính phái sinh và các khoản nợ tài chính khác,0,0,,STB
"Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro",240365000000,245560000000,,STB
Phát hành giấy tờ có giá,13706978000000,12867196000000,,STB
Các khoản nợ khác,17296297000000,14856626000000,,STB
"Các khoản lãi, phí phải trả",6751157000000,6757599000000,,STB
Thuế TNDN hoãn lại phải trả,25541000000,25543000000,,STB
Các khoản phải trả và công nợ khác,10519599000000,8073484000000,,STB
Dự phòng rủi ro khác,0,0,,STB
Vốn chủ sở hữu,30383791000000,29733870000000,,STB
Vốn và các quỹ,18166632000000,18166632000000,,STB
Vốn góp,18852157000000,18852157000000,,STB
Nguồn vốn đầu tư XDCB,1121000000,1121000000,,STB
Thặng dư vốn cổ phần,63612000000,63612000000,,STB
Cổ phiếu quỹ,-750911000000,-750911000000,,STB
Cổ phiếu ưu đãi,0,0,,STB
Vốn khác của chủ sở hữu,653000000,653000000,,STB
Các Quỹ,3713778000000,3336508000000,,STB
Chênh lệch tỷ giá hối đoái,92363000000,124879000000,,STB
Chênh lệch đánh giá lại tài sản,0,0,,STB
Lợi nhuận sau thuế chưa phân phối,8411018000000,8105851000000,,STB
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,6497117000000,801062000000,,STB
Lợi nhuận sau thuế chưa phân phối kỳ này,1913901000000,7304789000000,,STB
Lợi ích cổ đông không kiểm soát,0,0,,STB
Lợi ích của cổ đông không kiểm soát (trước 2015),0,0,,STB
Nghĩa vụ nợ tiềm ẩn,12017766000000,10412846000000,,STB
Thư tín dụng,0,0,,STB
Thư tín dụng trả ngay,0,0,,STB
Thư tín dụng trả chậm,0,0,,STB
Thư tín dụng khác,0,0,,STB
Bảo lãnh tín dụng,12017766000000,10412846000000,,STB
Bảo lãnh vay vốn,99139000000,105238000000,,STB
Bảo lãnh thanh toán,0,0,,STB
Bảo lãnh thực hiện hợp đồng,0,0,,STB
Bảo lãnh dự thầu,0,0,,STB
Bảo lãnh xuất khẩu,0,0,,STB
Bảo lãnh khác,11918627000000,10307608000000,,STB
Cam kết tín dụng,69060785000000,67748439000000,,STB
Cam kết trong giao dịch hối đoái,62808166000000,61034046000000,,STB
Cam kết mua ngoại tệ,557732000000,1479069000000,,STB
Cam kết bán ngoại tệ,1127654000000,1254285000000,,STB
Cam kết hoán đổi ngoại tệ,61122780000000,58300692000000,,STB
Cam kết giao dịch tương lại,0,0,,STB
Cam kết cho vay không hủy ngang,0,0,,STB
Cam kết trong nghiệp vụ L/C,6252294000000,6713308000000,,STB
Cam kết khác,325000000,1085000000,,STB
Tài sản ngắn hạn,37677550444176,32861922385458,,SSI
Tài sản tài chính ngắn hạn,37614629914315,32807599286482,,SSI
Tiền và các khoản tương đương tiền,243325556836,279287925660,,SSI
Tiền,194269447247,225120528400,,SSI
Tiền gửi của người đầu tư về giao dịch chứng khoán,0,0,,SSI
Các khoản tương đương tiền,49056109589,54167397260,,SSI
Các khoản đầu tư tài chính ngắn hạn,36902894722594,31773197948227,,SSI
Đầu tư ngắn hạn,12725086788433,13068500147430,,SSI
Các khoản tài chính sẵn sàng để bán (AFS),266416338010,183281373318,,SSI
Đầu tư giữ đến ngày đáo hạn,7814549701705,7446949683519,,SSI
Các khoản cho vay,16158911563003,11122707493640,,SSI
Dự phòng giảm giá đầu tư ngắn hạn,-62069668557,-48240749680,,SSI
Các khoản phải thu ngắn hạn,468409634885,755113412595,,SSI
Các khoản phải thu (từ 2016),368550561368,377727740089,,SSI
Phải thu bán các tài sản tài chính,266929334989,307249652279,,SSI
"Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",101621226379,70478087810,,SSI
"Phải thu cổ tức, tiền lãi đến ngày nhận",0,0,,SSI
"Trong đó : phải thu khó đòi về cổ tức , tiền lãi đến ngày nhận nhưng chưa nhận được",0,0,,SSI
"Dự thu cổ tức , tiền lãi chưa đến ngày nhận ",101621226379,70478087810,,SSI
Phải thu khách hàng,0,0,,SSI
Thuế GTGT được khấu trừ,0,0,,SSI
Phải thu các dịch vụ CTCK cung cấp ,24741305808,26518490474,,SSI
Trả trước cho người bán,345935316197,635618809307,,SSI
Phải thu nội bộ ngắn hạn,0,0,,SSI
Phải thu về lỗi giao dịch CK,0,0,,SSI
Phải thu hoạt động giao dịch chứng khoán,0,0,,SSI
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,0,0,,SSI
Phải thu về cho vay ngắn hạn,0,0,,SSI
Dự phòng suy giảm giá trị các khoản phải thu ,-278037294406,-291387181696,,SSI
Các khoản phải thu khác,7219745918,6635554421,,SSI
Dự phòng phải thu ngắn hạn khó đòi,0,0,,SSI
Tài sản thiếu chờ xử lý,0,0,,SSI
Hàng tồn kho,0,0,,SSI
Dự phòng giảm giá hàng tồn kho,0,0,,SSI
Tài sản ngắn hạn khác,62920529861,54323098976,,SSI
Tạm ứng,17451848514,13978534692,,SSI
"Vật tư văn phòng, công cụ, dụng cụ",907583425,646941154,,SSI
Chi phí trả trước ngắn hạn,34179090338,29476126230,,SSI
"Tài sản cầm cố, ký cược, ký quỹ ngắn hạn",4021443750,1017366700,,SSI
Thuế VAT được khấu trừ,0,0,,SSI
Thuế và các khoản khác phải thu Nhà nước,0,0,,SSI
Giao dịch mua bán lại trái phiếu chính phủ,0,0,,SSI
 Dự phòng suy giảm giá trị TSNH khác ,0,0,,SSI
Tài sản dài hạn,4232303893691,4761376207287,,SSI
Tài sản tài chính dài hạn,3747217733856,4288626389430,,SSI
Các khoản phải thu dài hạn,0,0,,SSI
Phải thu dài hạn của khách hàng,0,0,,SSI
Trả trước dài hạn người bán,0,0,,SSI
Vốn kinh doanh ở đơn vị trực thuộc,0,0,,SSI
Phải thu dài hạn nội bộ,0,0,,SSI
Phải thu về cho vay dài hạn,0,0,,SSI
Phải thu dài hạn khác,0,0,,SSI
Dự phòng phải thu dài hạn khó đòi,0,0,,SSI
Các khoản đầu tư tài chính dài hạn,3747217733856,4288626389430,,SSI
Đầu tư vào công ty con,0,0,,SSI
"Đầu tư vào công ty liên kết, liên doanh",793143690756,763032944248,,SSI
Đầu tư chứng khoán dài hạn,2954074043100,3525593445182,,SSI
Chứng khoán đầu tư sẵn sàng để bán,0,0,,SSI
Đầu tư dài hạn giữ đến ngày đáo hạn,2954074043100,3525593445182,,SSI
Đầu tư dài hạn khác,0,0,,SSI
Dự phòng giảm giá đầu tư tài chính dài hạn,0,0,,SSI
Tài sản cố định,158019328043,136208815831,,SSI
Tài sản cố định hữu hình,112834688297,90747277516,,SSI
Nguyên giá TSCĐHH,254983426724,227088322706,,SSI
Hao mòn TSCĐHH,-142148738427,-136341045190,,SSI
Đánh giá TSCĐHH theo giá trị hợp lý,0,0,,SSI
Tài sản cố định thuê tài chính,0,0,,SSI
Nguyên giá TSCĐTTC,0,0,,SSI
Hao mòn TSCĐTTC,0,0,,SSI
Đánh giá TSCĐTTC theo giá trị hợp lý,0,0,,SSI
Tài sản cố định vô hình,45184639746,45461538315,,SSI
Nguyên giá TSCĐVH,143632453752,139450118752,,SSI
Hao mòn TSCĐVH,-98447814006,-93988580437,,SSI
Đánh giá TSCĐVH theo giá trị hợp lý,0,0,,SSI
Chi phí xây dựng cơ bản dở dang (trước 2015),0,0,,SSI
Bất động sản đầu tư,191637006317,194302820356,,SSI
Nguyên giá bất động sản đầu tư,275988308124,276831204352,,SSI
Hao mòn bất động sản đầu tư,-84351301807,-82528383996,,SSI
Đánh giá BĐSĐT theo giá trị hợp lý,0,0,,SSI
Tài sản dở dang dài hạn,29673850943,45421708813,,SSI
"Chi phí sản xuất, kinh doanh dở dang dài hạn",0,0,,SSI
Chi phí xây dựng cơ bản dở dang ,29673850943,45421708813,,SSI
Tài sản dài hạn khác,105755974532,96816472857,,SSI
"Cầm cố, ký quỹ, ký cược dài hạn khác",29146112481,29222267615,,SSI
Chi phí trả trước dài hạn,27130171842,20936554353,,SSI
Tài sản thuế thu nhập hoãn lại,14479690209,11657650889,,SSI
"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0,0,,SSI
Tiền nộp Quỹ hỗ trợ thanh toán,20000000000,20000000000,,SSI
Lợi thế thương mại,0,0,,SSI
Dự phòng suy giảm giá trị tài sản dài hạn,0,0,,SSI
TỔNG CỘNG NGUỒN VỐN,41909854337867,37623298592745,,SSI
Nợ phải trả,30510003078822,26176083372443,,SSI
Nợ ngắn hạn,30451834475187,26106411078238,,SSI
Vay và nợ ngắn hạn,27578086826578,24227119987945,,SSI
Vay ngắn hạn,27578086826578,24227119987945,,SSI
Nợ thuê tài sản tài chính ngắn hạn ,0,0,,SSI
 Vay tài sản tài chính ngắn hạn ,0,0,,SSI
 Trái phiếu chuyển đổi ngắn hạn,0,0,,SSI
Trái phiếu phát hành ngắn hạn,0,0,,SSI
 Vay quỹ hộ trợ thanh toán,0,0,,SSI
Phải trả người bán,92774186936,131881549832,,SSI
Người mua trả tiền trước,3512696857,64227194419,,SSI
Thuế và các khoản phải nộp Nhà nước,257795549588,171312070978,,SSI
Phải trả người lao động,13782981701,14551956168,,SSI
Các khoản trích nộp phúc lợi nhân viên,119280552,115712052,,SSI
Chi phí phải trả,68833609937,61656603638,,SSI
Phải trả nội bộ,0,0,,SSI
"Nhận ký quỹ, ký cược ngắn hạn",1502800000,1506050000,,SSI
Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,0,,SSI
Phải trả hoạt động giao dịch chứng khoán,96783747647,350258024010,,SSI
Phải trả về lỗi giao dịch các tài sản tài chính,0,0,,SSI
"Phải trả hộ cổ tức, gốc và lãi trái phiếu",0,0,,SSI
Phải trả tổ chức phát hành chứng khoán,0,0,,SSI
"Các khoản phải trả, phải nộp ngắn hạn khác",2079843127610,912779615390,,SSI
"Quỹ khen thưởng, phúc lợi",251805201116,170967313806,,SSI
Doanh thu chưa thực hiện ngắn hạn,6994466665,35000000,,SSI
Quỹ bình ổn giá,0,0,,SSI
Dự phòng phải trả ngắn hạn,0,0,,SSI
Nợ dài hạn,58168603635,69672294205,,SSI
Phải trả dài hạn người bán,0,0,,SSI
Người mua trả trước dài hạn,0,0,,SSI
Chi phí phải trả dài hạn,0,0,,SSI
Phải trả nội bộ về vốn kinh doanh,0,0,,SSI
"Nhận ký quỹ, ký cược dài hạn",0,0,,SSI
Phải trả dài hạn nội bộ,0,0,,SSI
Phải trả dài hạn khác,0,0,,SSI
Vay và nợ dài hạn,0,0,,SSI
Cho vay dài hạn,0,0,,SSI
Nợ thuê tài chính dài hạn,0,0,,SSI
Vay tài sản tài chính dài hạn ,0,0,,SSI
Trái phiếu chuyển đổi,0,0,,SSI
Trái phiếu phát hành dài hạn ,0,0,,SSI
Cổ phiếu ưu đãi,0,0,,SSI
Thuế thu nhập hoãn lại phải trả,5281444278,16735134848,,SSI
Dự phòng trợ cấp mất việc làm,0,0,,SSI
Doanh thu chưa thực hiện dài hạn,52887159357,52937159357,,SSI
Dự phòng phải trả dài hạn,0,0,,SSI
Dự phòng bồi thường thiệt hại cho nhà đầu tư,0,0,,SSI
Quỹ phát triển khoa học và công nghệ,0,0,,SSI
Vốn chủ sở hữu,11399851259045,11447215220302,,SSI
Vốn và các quỹ,11399851259045,11447215220302,,SSI
Vốn đầu tư của chủ sở hữu,7378124571534,7287814393934,,SSI
Vốn góp,6573051040000,6498051040000,,SSI
Cổ phiếu phổ thông,6573051040000,6498051040000,,SSI
Thặng dư vốn cổ phần,826367132722,824654941819,,SSI
Quyền chọn chuyển đổi trái phiếu,0,0,,SSI
Vốn khác của chủ sở hữu,0,0,,SSI
Cổ phiếu quỹ,-21293601188,-34891587885,,SSI
Chênh lệch đánh giá lại tài sản,-3793033106,-3793033106,,SSI
Chênh lệch tỷ giá hối đoái,37691347688,38719657641,,SSI
Quỹ dự trự bổ sung vốn điều lệ,580439764156,522187344649,,SSI
Quỹ đầu tư phát triển,0,0,,SSI
Quỹ dự phòng tài chính,495932169472,437679749965,,SSI
Quỹ khác thuộc vốn chủ sở hữu,0,0,,SSI
Lợi nhuận sau thuế chưa phân phối,2848791364774,3101580212106,,SSI
Lợi nhuận sau thuế đã thực hiện,2842424226746,3122397407839,,SSI
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,0,0,,SSI
Lợi nhuận sau thuế chưa phân phối kỳ này,2842424226746,3122397407839,,SSI
Lợi nhuận sau thuế chưa thực hiện,6367138028,-20817195733,,SSI
Lợi ích cổ đông không kiểm soát,62665074527,63026895113,,SSI
Nguồn kinh phí và quỹ khác,0,0,,SSI
Vốn ngân sách nhà nước,0,0,,SSI
Nguồn kinh phí đã hình thành TSCĐ,0,0,,SSI
"Quỹ khen thưởng, phúc lợi (trước 2010)",0,0,,SSI
Lợi ích của cổ đông không kiểm soát (trước 2015),0,0,,SSI
LỢI  NHUẬN ĐÃ PHÂN PHỐI CHO NHÀ ĐẦU TƯ,0,0,,SSI
Lợi nhuận đã phân phối cho Nhà đầu tư trong năm,0,0,,SSI
"Tiền mặt, vàng bạc, đá quí",3553612000000,4272683000000,,TCB
Tiền gửi tại NHNN,4404948000000,1764015000000,,TCB
"Tiền, vàng gửi tại các TCTD khác và cho vay các TCTD khác",52084900000000,38361058000000,,TCB
Tiền gửi tại các TCTD khác,31309624000000,22454030000000,,TCB
Cho vay các TCTD khác,20775276000000,15907028000000,,TCB
Dự phòng rủi ro,0,0,,TCB
Chứng khoán kinh doanh,7579192000000,5509124000000,,TCB
Dự phòng giảm giá chứng khoán kinh doanh,-14985000000,-12753000000,,TCB
Các công cụ chứng khoán phái sinh và các tài sản tài chính khác,51840000000,0,,TCB
Cho vay khách hàng,310617819000000,293799393000000,,TCB
Dự phòng rủi ro cho vay khách hàng,-2896172000000,-2490820000000,,TCB
Hoạt động mua nợ,144007000000,0,,TCB
Mua nợ,146556000000,1682000000,,TCB
Dự phòng rủi ro hoạt động mua nợ,-2549000000,-1682000000,,TCB
Chứng khoán đầu tư,87967956000000,85926193000000,,TCB
Sẵn sàng để bán,88243294000000,86274400000000,,TCB
Đầu tư giữ đến ngày đáo hạn,200000000000,200000000000,,TCB
Dự phòng giảm giá chứng khoán đầu tư,-475338000000,-548207000000,,TCB
"Góp vốn, đầu tư dài hạn",12761000000,11806000000,,TCB
Đầu tư vào công ty con,0,0,,TCB
"Đầu tư vào công ty liên doanh, liên kết",0,0,,TCB
Góp vốn liên doanh,0,0,,TCB
Đầu tư vào công ty liên kết,0,0,,TCB
Đầu tư dài hạn khác,13910000000,12466000000,,TCB
Dự phòng giảm giá đầu tư dài hạn,-1149000000,-660000000,,TCB
Tài sản cố định,6738801000000,4726319000000,,TCB
Tài sản cố định hữu hình,3278175000000,1591916000000,,TCB
Nguyên giá TSCĐHH,4299245000000,2595431000000,,TCB
Hao mòn TSCĐHH,-1021070000000,-1003515000000,,TCB
Tài sản cố định thuê tài chính,0,0,,TCB
Nguyên giá TSCĐTTC,0,0,,TCB
Hao mòn TSCĐTTC,0,0,,TCB
Tài sản cố định vô hình,3460626000000,3134403000000,,TCB
Nguyên giá TSCĐVH,4306506000000,3940305000000,,TCB
Hao mòn TSCĐVH,-845880000000,-805902000000,,TCB
Bất động sản đầu tư,1106824000000,1115774000000,,TCB
Nguyên giá bất động sản đầu tư,1435699000000,1435699000000,,TCB
Hao mòn bất động sản đầu tư,-328875000000,-319925000000,,TCB
Tài sản Có khác,30041106000000,27336325000000,,TCB
Các khoản phải thu,23489545000000,20888411000000,,TCB
"Các khoản lãi, phí phải thu",5736051000000,5664148000000,,TCB
Tài sản thuế TNDN hoãn lại,0,0,,TCB
Tài sản có khác,1346629000000,1280326000000,,TCB
Trong đó: Lợi thế thương mại,0,0,,TCB
Dự phòng rủi ro cho các tài sản Có nội bảng khác,-531119000000,-496560000000,,TCB
TỔNG CỘNG NGUỒN VỐN,504303766000000,462822690000000,,TCB
Nợ phải trả,420402756000000,383729925000000,,TCB
Các khoản nợ Chính phủ và NHNN,319000000,1689000000,,TCB
Tiền gửi và vay các TCTD khác,90642175000000,59018848000000,,TCB
Tiền gửi của các TCTD khác,43861247000000,24609538000000,,TCB
Vay các TCTD khác,46780928000000,34409310000000,,TCB
Tiền gửi của khách hàng,289334731000000,287445926000000,,TCB
Các công cụ tài chính phái sinh và các khoản nợ tài chính khác,0,76656000000,,TCB
"Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro",0,0,,TCB
Phát hành giấy tờ có giá,27677665000000,26035440000000,,TCB
Các khoản nợ khác,12747866000000,11151366000000,,TCB
"Các khoản lãi, phí phải trả",2642628000000,2896917000000,,TCB
Thuế TNDN hoãn lại phải trả,0,0,,TCB
Các khoản phải trả và công nợ khác,10105238000000,8254449000000,,TCB
Dự phòng rủi ro khác,0,0,,TCB
Vốn chủ sở hữu,83901010000000,79092765000000,,TCB
Vốn và các quỹ,35525569000000,35525569000000,,TCB
Vốn góp,35049062000000,35049062000000,,TCB
Nguồn vốn đầu tư XDCB,0,0,,TCB
Thặng dư vốn cổ phần,476507000000,476507000000,,TCB
Cổ phiếu quỹ,0,0,,TCB
Cổ phiếu ưu đãi,0,0,,TCB
Vốn khác của chủ sở hữu,0,0,,TCB
Các Quỹ,6789525000000,6789602000000,,TCB
Chênh lệch tỷ giá hối đoái,3468000000,1803000000,,TCB
Chênh lệch đánh giá lại tài sản,0,0,,TCB
Lợi nhuận sau thuế chưa phân phối,40923663000000,36212537000000,,TCB
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,0,0,,TCB
Lợi nhuận sau thuế chưa phân phối kỳ này,40923663000000,36212537000000,,TCB
Lợi ích cổ đông không kiểm soát,658785000000,563254000000,,TCB
Lợi ích của cổ đông không kiểm soát (trước 2015),0,0,,TCB
Nghĩa vụ nợ tiềm ẩn,24991597000000,21430393000000,,TCB
Thư tín dụng,0,0,,TCB
Thư tín dụng trả ngay,0,0,,TCB
Thư tín dụng trả chậm,0,0,,TCB
Thư tín dụng khác,0,0,,TCB
Bảo lãnh tín dụng,24991597000000,21430393000000,,TCB
Bảo lãnh vay vốn,34288000000,34288000000,,TCB
Bảo lãnh thanh toán,0,0,,TCB
Bảo lãnh thực hiện hợp đồng,0,0,,TCB
Bảo lãnh dự thầu,0,0,,TCB
Bảo lãnh xuất khẩu,0,0,,TCB
Bảo lãnh khác,24957309000000,21396105000000,,TCB
Cam kết tín dụng,645512197000000,271185425000000,,TCB
Cam kết trong giao dịch hối đoái,247310147000000,110071025000000,,TCB
Cam kết mua ngoại tệ,4244316000000,6066424000000,,TCB
Cam kết bán ngoại tệ,6370374000000,6661429000000,,TCB
Cam kết hoán đổi ngoại tệ,236695457000000,97343172000000,,TCB
Cam kết giao dịch tương lại,0,0,,TCB
Cam kết cho vay không hủy ngang,0,0,,TCB
Cam kết trong nghiệp vụ L/C,45058388000000,34483571000000,,TCB
Cam kết khác,353143662000000,126630829000000,,TCB
"Tiền mặt, vàng bạc, đá quí",2121847000000,2729326000000,,VPB
Tiền gửi tại NHNN,5194489000000,3770309000000,,VPB
"Tiền, vàng gửi tại các TCTD khác và cho vay các TCTD khác",34483219000000,18789761000000,,VPB
Tiền gửi tại các TCTD khác,24910014000000,13609463000000,,VPB
Cho vay các TCTD khác,9573205000000,5180298000000,,VPB
Dự phòng rủi ro,0,0,,VPB
Chứng khoán kinh doanh,50041000000,5504075000000,,VPB
Dự phòng giảm giá chứng khoán kinh doanh,0,-53160000000,,VPB
Các công cụ chứng khoán phái sinh và các tài sản tài chính khác,50728000000,0,,VPB
Cho vay khách hàng,306025689000000,296601536000000,,VPB
Dự phòng rủi ro cho vay khách hàng,-4826834000000,-4571187000000,,VPB
Hoạt động mua nợ,248789000000,248789000000,,VPB
Mua nợ,250669000000,250669000000,,VPB
Dự phòng rủi ro hoạt động mua nợ,-1880000000,-1880000000,,VPB
Chứng khoán đầu tư,67923121000000,79948647000000,,VPB
Sẵn sàng để bán,67561616000000,79554691000000,,VPB
Đầu tư giữ đến ngày đáo hạn,737813000000,845994000000,,VPB
Dự phòng giảm giá chứng khoán đầu tư,-376308000000,-452038000000,,VPB
"Góp vốn, đầu tư dài hạn",238581000000,238581000000,,VPB
Đầu tư vào công ty con,0,0,,VPB
"Đầu tư vào công ty liên doanh, liên kết",0,0,,VPB
Góp vốn liên doanh,0,0,,VPB
Đầu tư vào công ty liên kết,0,0,,VPB
Đầu tư dài hạn khác,238602000000,238602000000,,VPB
Dự phòng giảm giá đầu tư dài hạn,-21000000,-21000000,,VPB
Tài sản cố định,1749489000000,1803362000000,,VPB
Tài sản cố định hữu hình,1136642000000,1170564000000,,VPB
Nguyên giá TSCĐHH,2395802000000,2404219000000,,VPB
Hao mòn TSCĐHH,-1259160000000,-1233655000000,,VPB
Tài sản cố định thuê tài chính,0,0,,VPB
Nguyên giá TSCĐTTC,0,0,,VPB
Hao mòn TSCĐTTC,0,0,,VPB
Tài sản cố định vô hình,612847000000,632798000000,,VPB
Nguyên giá TSCĐVH,1407269000000,1382097000000,,VPB
Hao mòn TSCĐVH,-794422000000,-749299000000,,VPB
Bất động sản đầu tư,0,0,,VPB
Nguyên giá bất động sản đầu tư,0,0,,VPB
Hao mòn bất động sản đầu tư,0,0,,VPB
Tài sản Có khác,33681045000000,26606800000000,,VPB
Các khoản phải thu,26881964000000,19542476000000,,VPB
"Các khoản lãi, phí phải thu",4935176000000,5069783000000,,VPB
Tài sản thuế TNDN hoãn lại,0,0,,VPB
Tài sản có khác,1909810000000,2040035000000,,VPB
Trong đó: Lợi thế thương mại,0,0,,VPB
Dự phòng rủi ro cho các tài sản Có nội bảng khác,-45905000000,-45494000000,,VPB
TỔNG CỘNG NGUỒN VỐN,451767038000000,436241186000000,,VPB
Nợ phải trả,391755363000000,380245874000000,,VPB
Các khoản nợ Chính phủ và NHNN,12551000000,29616000000,,VPB
Tiền gửi và vay các TCTD khác,78220737000000,70921932000000,,VPB
Tiền gửi của các TCTD khác,25878105000000,22498207000000,,VPB
Vay các TCTD khác,52342632000000,48423725000000,,VPB
Tiền gửi của khách hàng,233591350000000,232426703000000,,VPB
Các công cụ tài chính phái sinh và các khoản nợ tài chính khác,0,64334000000,,VPB
"Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro",142688000000,164415000000,,VPB
Phát hành giấy tờ có giá,67410270000000,64955324000000,,VPB
Các khoản nợ khác,12377767000000,11683550000000,,VPB
"Các khoản lãi, phí phải trả",6467308000000,6356999000000,,VPB
Thuế TNDN hoãn lại phải trả,0,0,,VPB
Các khoản phải trả và công nợ khác,5910459000000,5326551000000,,VPB
Dự phòng rủi ro khác,0,0,,VPB
Vốn chủ sở hữu,60011675000000,55995312000000,,VPB
Vốn và các quỹ,23466370000000,23466370000000,,VPB
Vốn góp,25299680000000,25299680000000,,VPB
Nguồn vốn đầu tư XDCB,0,0,,VPB
Thặng dư vốn cổ phần,365727000000,365727000000,,VPB
Cổ phiếu quỹ,-2199037000000,-2199037000000,,VPB
Cổ phiếu ưu đãi,0,0,,VPB
Vốn khác của chủ sở hữu,0,0,,VPB
Các Quỹ,9196666000000,11911768000000,,VPB
Chênh lệch tỷ giá hối đoái,0,0,,VPB
Chênh lệch đánh giá lại tài sản,0,0,,VPB
Lợi nhuận sau thuế chưa phân phối,27348639000000,20617174000000,,VPB
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,0,0,,VPB
Lợi nhuận sau thuế chưa phân phối kỳ này,27348639000000,20617174000000,,VPB
Lợi ích cổ đông không kiểm soát,0,0,,VPB
Lợi ích của cổ đông không kiểm soát (trước 2015),0,0,,VPB
Nghĩa vụ nợ tiềm ẩn,17725317000000,16499331000000,,VPB
Thư tín dụng,0,0,,VPB
Thư tín dụng trả ngay,0,0,,VPB
Thư tín dụng trả chậm,0,0,,VPB
Thư tín dụng khác,0,0,,VPB
Bảo lãnh tín dụng,17725317000000,16499331000000,,VPB
Bảo lãnh vay vốn,33922000000,33922000000,,VPB
Bảo lãnh thanh toán,0,0,,VPB
Bảo lãnh thực hiện hợp đồng,0,0,,VPB
Bảo lãnh dự thầu,0,0,,VPB
Bảo lãnh xuất khẩu,0,0,,VPB
Bảo lãnh khác,17691395000000,16465409000000,,VPB
Cam kết tín dụng,427481512000000,378804755000000,,VPB
Cam kết trong giao dịch hối đoái,137443241000000,112446384000000,,VPB
Cam kết mua ngoại tệ,1363394000000,4302871000000,,VPB
Cam kết bán ngoại tệ,1156214000000,2248865000000,,VPB
Cam kết hoán đổi ngoại tệ,134923633000000,105894648000000,,VPB
